canonical_id	representative_accession	representative_source	gcf_accession	gca_accession	pair_status	organism_name	tax_id	strain	assembly_level	assembly_status	refseq_category	genome_size_bp	gc_percent	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50	bioproject_accession	biosample_accession	submitter	release_date
CANON_00497	GCF_004114975.1	REFSEQ	GCF_004114975.1	GCA_004114975.1	paired	Bradyrhizobium guangdongense	1325090	CCBAU 51649	Complete Genome	current	reference genome	8437991	63.5	2	2	7456045	7456045	PRJNA229440	SAMN02415993	China Agricultural University	2019-01-28
CANON_00498	GCF_002128415.1	REFSEQ	GCF_002128415.1	GCA_002128415.1	paired	Bradyrhizobium guangdongense	1325090	XS1150	Scaffold	current		7624764	64	1834	670	7613	21600	PRJNA385724	SAMN06909110	Sun Yat-sen University	2017-05-11
CANON_00499	GCF_006483445.1	REFSEQ	GCF_006483445.1	GCA_006483445.1	paired	Bradyrhizobium guangdongense	1325090	SM32	Contig	current		6749210	64	348	348	36974	36974	PRJNA430105	SAMN08366480	RIKEN	2019-06-25
CANON_00500	GCF_014640515.1	REFSEQ	GCF_014640515.1	GCA_014640515.1	paired	Bradyrhizobium guangdongense	1325090	CGMCC 1.15034	Scaffold	current		8371096	63.5	111	89	218227	276392	PRJDB10509	SAMD00245008	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2020-09-12
CANON_00501	GCF_015291685.1	REFSEQ	GCF_015291685.1	GCA_015291685.1	paired	Bradyrhizobium guangdongense	1325090	CCBAU 51658	Complete Genome	current		8436603	63.5	2	2	7454657	7454657	PRJNA279921	SAMN03459139	China Agricultural University	2020-11-09
CANON_00502	GCF_053669695.1	REFSEQ	GCF_053669695.1	GCA_053669695.1	paired	Bradyrhizobium guangdongense	1325090	T-2	Complete Genome	current		8152665	63	2	2	7173377	7173377	PRJNA1363663	SAMN53214519	Academia Sinica	2025-11-25
CANON_00503	GCF_053669755.1	REFSEQ	GCF_053669755.1	GCA_053669755.1	paired	Bradyrhizobium guangdongense	1325090	T-6	Complete Genome	current		7951875	63.5	2	2	6972587	6972587	PRJNA1363664	SAMN53214520	Academia Sinica	2025-11-25
CANON_00504	GCA_040348635.1	GENBANK		GCA_040348635.1	unpaired	Bradyrhizobium guangdongense	1325090		Contig	current		1845330	64.5	1271	1271	1541	1541	PRJNA1124010	SAMN41904844	TU Wien	2024-06-26
CANON_00505	GCF_004114915.1	REFSEQ	GCF_004114915.1	GCA_004114915.1	paired	Bradyrhizobium guangxiense	1325115	CCBAU 53363	Complete Genome	current	reference genome	8200121	64	2	2	7220948	7220948	PRJNA229447	SAMN02418808	China Agricultural University	2019-01-28
CANON_00506	GCA_050563515.1	GENBANK		GCA_050563515.1	unpaired	Bradyrhizobium guangxiense	1325115	CCBAU 53363	Complete Genome	current		7474197	64.5	2	2	7225559	7225559	PRJNA1223691	SAMN48561696	The University of Sydney	2025-05-25
CANON_00507	GCA_053181705.1	GENBANK		GCA_053181705.1	unpaired	Bradyrhizobium guangxiense	1325115	CCBAU 53363	Contig	current		7269987	65	3	3	7070372	7070372	PRJNA1263914	SAMN48561701	The University of Sydney	2025-10-23
CANON_00508	GCF_004114955.1	REFSEQ	GCF_004114955.1	GCA_004114955.1	paired	Bradyrhizobium guangzhouense	1325095	CCBAU 51670	Complete Genome	current	reference genome	8138177	63.5	2	2	7158886	7158886	PRJNA279921	SAMN03459144	China Agricultural University	2019-01-28
CANON_00509	GCF_004114445.1	REFSEQ	GCF_004114445.1	GCA_004114445.1	paired	Bradyrhizobium guangzhouense	1325095	CCBAU 53426	Scaffold	current		8295279	63.5	108	103	157015	161864	PRJNA497392	SAMN10256271	China Agricultural University	2019-01-25
CANON_00510	GCF_004114475.1	REFSEQ	GCF_004114475.1	GCA_004114475.1	paired	Bradyrhizobium guangzhouense	1325095	CCBAU 53424	Scaffold	current		8281579	63.5	101	100	233452	233452	PRJNA497384	SAMN10256266	China Agricultural University	2019-01-25
CANON_00511	GCF_020329435.1	REFSEQ	GCF_020329435.1	GCA_020329435.1	paired	Bradyrhizobium hereditatis	2821405	WSM 1738	Contig	current	reference genome	7871253	62	61	61	418770	418770	PRJNA717294	SAMN18496944	Empresa Brasileira de Pesquisa Agropecuaria	2021-10-06
CANON_00512	GCF_008123965.1	REFSEQ	GCF_008123965.1	GCA_008123965.1	paired	Bradyrhizobium hipponense	2605638	aSej3	Scaffold	current	reference genome	8826946	63	331	315	61328	63341	PRJNA561355	SAMN12616695	LMU Munich	2019-08-29
CANON_00513	GCF_025200885.1	REFSEQ	GCF_025200885.1	GCA_025200885.1	paired	Bradyrhizobium huanghuaihaiense	990078	CB3035	Complete Genome	current	reference genome	9614050	64	1	1	9614050	9614050	PRJNA783123	SAMN30617555	Murdoch University	2022-09-14
CANON_00514	GCF_007830635.1	REFSEQ	GCF_007830635.1	GCA_007830635.1	paired	Bradyrhizobium huanghuaihaiense	990078	CGMCC 1.10948	Scaffold	current		9226856	64	106	101	233198	244862	PRJNA255602	SAMN02927902	DOE Joint Genome Institute	2019-08-02
CANON_00515	GCF_054823065.1	REFSEQ	GCF_054823065.1	GCA_054823065.1	paired	Bradyrhizobium huanghuaihaiense	990078	USDA 456	Contig	current		9696532	64	4	4	9185240	9185240	PRJNA1339684	SAMN52638822	DOE Joint Genome Institute	2026-01-29
CANON_00516	GCF_054823605.1	REFSEQ	GCF_054823605.1	GCA_054823605.1	paired	Bradyrhizobium huanghuaihaiense	990078	USDA 452	Contig	current		9859004	64	4	4	9347731	9347731	PRJNA1343895	SAMN52637541	DOE Joint Genome Institute	2026-01-29
CANON_00517	GCF_001693385.1	REFSEQ	GCF_001693385.1	GCA_001693385.1	paired	Bradyrhizobium icense	1274631	LMTR 13	Complete Genome	current	reference genome	8322773	62	1	1	8322773	8322773	PRJNA325367	SAMN05230120	Universidad Nacional Agraria La Molina	2016-07-25
CANON_00518	GCA_005768645.1	GENBANK		GCA_005768645.1	unpaired	Bradyrhizobium icense	1274631		Scaffold	current		4907126	62.5	2237	2236	2510	2515	PRJNA376580	SAMN07426521	Banfield Lab	2019-05-14
CANON_00519	GCF_055791185.1	REFSEQ	GCF_055791185.1	GCA_055791185.1	paired	Bradyrhizobium ingae	1497618	BR 10250	Contig	current	reference genome	8852519	63	117	117	181863	181863	PRJNA1356857	SAMN53069705	Universidade Federal de Lavras	2026-03-10
CANON_00520	GCF_030160715.1	REFSEQ	GCF_030160715.1	GCA_030160715.1	paired	Bradyrhizobium iriomotense	441950	NBRC 102520	Contig	current	reference genome	9789577	63	182	182	219482	219482	PRJDB15044	SAMD00576799	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2023-02-16
CANON_00521	GCF_018129405.1	REFSEQ	GCF_018129405.1	GCA_018129405.1	paired	Bradyrhizobium iriomotense	441950	SZCCT0007	Contig	current		8103393	64.5	55	55	296517	296517	PRJNA698083	SAMN17707925	The Chinese University of Hong Kong	2021-04-22
CANON_00522	GCF_018130765.1	REFSEQ	GCF_018130765.1	GCA_018130765.1	paired	Bradyrhizobium iriomotense	441950	SZCCT0346	Contig	current		8380017	64.5	56	56	257931	257931	PRJNA698083	SAMN17707992	The Chinese University of Hong Kong	2021-04-22
CANON_00523	GCF_900696085.1	REFSEQ	GCF_900696085.1	GCA_900696085.2	paired	Bradyrhizobium ivorense	2511166	CI-1B	Contig	current	reference genome	9412302	64	44	44	466280	466280	PRJEB30881	SAMEA5315725	Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	2019-06-12
CANON_00524	GCF_020889745.1	REFSEQ	GCF_020889745.1	GCA_020889745.1	paired	Bradyrhizobium ivorense	2511166	Arg68	Contig	current		9412857	64	906	906	19201	19201	PRJNA657394	SAMN15826092	University of Pretoria	2021-11-19
CANON_00525	GCF_900696075.1	REFSEQ	GCF_900696075.1	GCA_900696075.2	paired	Bradyrhizobium ivorense	2511166	CI-41S	Contig	current		8864324	64.5	59	59	253924	253924	PRJEB30881	SAMEA5315726	Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	2019-06-07
CANON_00526	GCA_943368005.1	GENBANK		GCA_943368005.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3573181	66.5	48	48	121185	121185	PRJEB49198	SAMEA14447032	Biology Centre CAS	2024-04-20
CANON_00527	GCA_943368825.1	GENBANK		GCA_943368825.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3222023	68	27	27	179549	179549	PRJEB49198	SAMEA14447094	Biology Centre CAS	2024-04-20
CANON_00528	GCA_943369715.1	GENBANK		GCA_943369715.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3886452	64	661	661	6187	6187	PRJEB49198	SAMEA14447119	Biology Centre CAS	2024-04-20
CANON_00529	GCA_943369805.1	GENBANK		GCA_943369805.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		2097892	62.5	414	414	5056	5056	PRJEB49198	SAMEA14447125	Biology Centre CAS	2024-04-20
CANON_00530	GCA_943370715.1	GENBANK		GCA_943370715.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3864310	64.5	123	123	53010	53010	PRJEB49198	SAMEA14446957	Biology Centre CAS	2024-04-20
CANON_00531	GCA_943371925.1	GENBANK		GCA_943371925.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		4189652	64	100	100	90113	90113	PRJEB49198	SAMEA14447147	Biology Centre CAS	2024-04-20
CANON_00532	GCA_943372355.1	GENBANK		GCA_943372355.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3844710	63	476	476	8141	8141	PRJEB49198	SAMEA14447345	Biology Centre CAS	2024-04-20
CANON_00533	GCA_943372615.1	GENBANK		GCA_943372615.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		3771303	62	653	653	6124	6124	PRJEB49198	SAMEA14447323	Biology Centre CAS	2024-04-20
CANON_00534	GCA_943372745.1	GENBANK		GCA_943372745.1	unpaired	Bradyrhizobium ivorense	2511166		Contig	current		5052880	62	126	126	70256	70256	PRJEB49198	SAMEA14447406	Biology Centre CAS	2024-04-20
CANON_00535	GCF_013752735.1	REFSEQ	GCF_013752735.1	GCA_013752735.1	paired	Bradyrhizobium japonicum	375	5038	Complete Genome	current	reference genome	9226248	63.5	1	1	9226248	9226248	PRJNA642409	SAMN15394813	Chinese Academy of Agricultural Sciences	2020-07-27
CANON_00536	GCF_000773865.1	REFSEQ	GCF_000773865.1	GCA_000773865.1	paired	Bradyrhizobium japonicum	375	Is-34	Scaffold	current		10326597	63	260	248	472902	472902	PRJNA262497	SAMN03083461	Tohoku University	2014-11-10
CANON_00537	GCF_000807315.1	REFSEQ	GCF_000807315.1	GCA_000807315.1	paired	Bradyrhizobium japonicum	375	E109	Complete Genome	current		9224208	63.5	1	1	9224208	9224208	PRJNA270102	SAMN03262953	INDEAR	2014-12-23
CANON_00538	GCF_001038185.1	REFSEQ	GCF_001038185.1	GCA_001038185.1	paired	Bradyrhizobium japonicum	375	FN1	Scaffold	current		9138496	63.5	101	87	266672	408323	PRJNA239701	SAMN02666820	University of Manitoba	2015-06-23
CANON_00539	GCF_001887695.1	REFSEQ	GCF_001887695.1	GCA_001887695.1	paired	Bradyrhizobium japonicum	375	J5	Complete Genome	current		10138651	63.5	1	1	10138651	10138651	PRJNA347501	SAMN05890661	Tohoku University	2016-11-30
CANON_00540	GCF_002108935.1	REFSEQ	GCF_002108935.1	GCA_002108935.1	paired	Bradyrhizobium japonicum	375	UBMA197	Contig	current		10442239	63.5	287	287	131757	131757	PRJNA355579	SAMN06077198	University of Applied Sciences and Arts Western Switzerland hepia	2017-04-24
CANON_00541	GCF_006539645.1	REFSEQ	GCF_006539645.1	GCA_006539645.1	paired	Bradyrhizobium japonicum	375	NBRC 14783	Contig	current		9096562	63.5	177	177	168333	168333	PRJDB5986	SAMD00097546	National Institute of Technology and Evaluation	2019-06-12
CANON_00542	GCF_009864815.1	REFSEQ	GCF_009864815.1	GCA_009864815.1	paired	Bradyrhizobium japonicum	375	5873	Scaffold	current		9160231	63.5	142	141	500617	500617	PRJNA599076	SAMN13738681	Institute of Agricultural Resources and Agricultural Regional Planning	2020-01-13
CANON_00543	GCF_018130365.1	REFSEQ	GCF_018130365.1	GCA_018130365.1	paired	Bradyrhizobium japonicum	375	SZCCT0280	Contig	current		9032875	64	43	43	537106	537106	PRJNA698083	SAMN17707976	The Chinese University of Hong Kong	2021-04-22
CANON_00544	GCF_018130735.1	REFSEQ	GCF_018130735.1	GCA_018130735.1	paired	Bradyrhizobium japonicum	375	SZCCT0395	Contig	current		8637816	64	47	47	422786	422786	PRJNA698083	SAMN17707995	The Chinese University of Hong Kong	2021-04-22
CANON_00545	GCF_018130795.1	REFSEQ	GCF_018130795.1	GCA_018130795.1	paired	Bradyrhizobium japonicum	375	SZCCT0402	Contig	current		8593443	64	19	19	936985	936985	PRJNA698083	SAMN17708001	The Chinese University of Hong Kong	2021-04-22
CANON_00546	GCF_018130835.1	REFSEQ	GCF_018130835.1	GCA_018130835.1	paired	Bradyrhizobium japonicum	375	SZCCT0401	Contig	current		8963235	64	64	64	419395	419395	PRJNA698083	SAMN17708000	The Chinese University of Hong Kong	2021-04-22
CANON_00547	GCF_018130925.1	REFSEQ	GCF_018130925.1	GCA_018130925.1	paired	Bradyrhizobium japonicum	375	SZCCT0403	Contig	current		8872941	64	40	40	593351	593351	PRJNA698083	SAMN17708002	The Chinese University of Hong Kong	2021-04-22
CANON_00548	GCF_021213785.1	REFSEQ	GCF_021213785.1	GCA_021213785.1	paired	Bradyrhizobium japonicum	375	SEMIA 566	Contig	current		9561677	63.5	145	145	286945	286945	PRJNA787616	SAMN23829029	Embrapa Soja	2021-12-15
CANON_00549	GCF_021261305.1	REFSEQ	GCF_021261305.1	GCA_021261305.1	paired	Bradyrhizobium japonicum	375	S 370	Contig	current		9546788	63.5	156	156	286945	286945	PRJNA787641	SAMN23833769	Embrapa Soja	2021-12-21
CANON_00550	GCF_021261335.1	REFSEQ	GCF_021261335.1	GCA_021261335.1	paired	Bradyrhizobium japonicum	375	S 204	Contig	current		10266898	63.5	283	283	267748	267748	PRJNA787638	SAMN23829998	Embrapa Soja	2021-12-21
CANON_00551	GCF_021261355.1	REFSEQ	GCF_021261355.1	GCA_021261355.1	paired	Bradyrhizobium japonicum	375	S 340	Contig	current		10188322	63.5	281	281	238727	238727	PRJNA787640	SAMN23830152	Embrapa Soja	2021-12-21
CANON_00552	GCF_023277985.1	REFSEQ	GCF_023277985.1	GCA_023277985.1	paired	Bradyrhizobium japonicum	375	S10J-BJ	Chromosome	current		9863878	63.5	1	1	9863868	9863878	PRJNA686125	SAMN17108305	VEIL Bradyrhizobium group	2022-05-09
CANON_00553	GCF_023278145.1	REFSEQ	GCF_023278145.1	GCA_023278145.1	paired	Bradyrhizobium japonicum	375	S06B-BJ	Complete Genome	current		10757443	63.5	4	4	9745549	9745549	PRJNA686124	SAMN17108304	University of Delaware	2022-05-09
CANON_00554	GCF_023511055.1	REFSEQ	GCF_023511055.1	GCA_023511055.1	paired	Bradyrhizobium japonicum	375	TXEA	Contig	current		9170873	63.5	164	164	621423	621423	PRJNA805953	SAMN25867783	University of Texas at Arlington	2022-05-19
CANON_00555	GCF_023511065.1	REFSEQ	GCF_023511065.1	GCA_023511065.1	paired	Bradyrhizobium japonicum	375	TXVA	Contig	current		9170873	63.5	164	164	621423	621423	PRJNA805881	SAMN25867703	University of Texas at Arlington	2022-05-19
CANON_00556	GCF_024170805.1	REFSEQ	GCF_024170805.1	GCA_024170805.1	paired	Bradyrhizobium japonicum	375	USDA 3	Contig	current		10323870	63.5	4	4	9525137	9525137	PRJNA708493	SAMN18242911	DOE Joint Genome Institute	2022-07-06
CANON_00557	GCF_024170825.1	REFSEQ	GCF_024170825.1	GCA_024170825.1	paired	Bradyrhizobium japonicum	375	USDA 2	Contig	current		11368650	63	4	4	10561186	10561186	PRJNA708492	SAMN18242735	DOE Joint Genome Institute	2022-07-06
CANON_00558	GCF_024170905.1	REFSEQ	GCF_024170905.1	GCA_024170905.1	paired	Bradyrhizobium japonicum	375	USDA 19	Contig	current		10372854	63.5	5	5	5528518	5528518	PRJNA708374	SAMN18242910	DOE Joint Genome Institute	2022-07-06
CANON_00559	GCF_024170925.1	REFSEQ	GCF_024170925.1	GCA_024170925.1	paired	Bradyrhizobium japonicum	375	USDA 34	Contig	current		10327558	63.5	4	4	9528829	9528829	PRJNA708388	SAMN18243433	DOE Joint Genome Institute	2022-07-06
CANON_00560	GCF_024170945.1	REFSEQ	GCF_024170945.1	GCA_024170945.1	paired	Bradyrhizobium japonicum	375	USDA 24	Contig	current		10325585	63.5	4	4	9526854	9526854	PRJNA708379	SAMN18243583	DOE Joint Genome Institute	2022-07-06
CANON_00561	GCF_024170955.1	REFSEQ	GCF_024170955.1	GCA_024170955.1	paired	Bradyrhizobium japonicum	375	USDA 28	Contig	current		11101650	63	4	4	10565768	10565768	PRJNA708382	SAMN18242912	DOE Joint Genome Institute	2022-07-06
CANON_00562	GCF_024171025.1	REFSEQ	GCF_024171025.1	GCA_024171025.1	paired	Bradyrhizobium japonicum	375	USDA 1	Contig	current		10328707	63.5	4	4	9529975	9529975	PRJNA708491	SAMN18242786	DOE Joint Genome Institute	2022-07-06
CANON_00563	GCF_024171065.1	REFSEQ	GCF_024171065.1	GCA_024171065.1	paired	Bradyrhizobium japonicum	375	USDA 5	Contig	current		11232305	63	6	6	5815030	5815030	PRJNA708361	SAMN18243361	DOE Joint Genome Institute	2022-07-06
CANON_00564	GCF_024171145.1	REFSEQ	GCF_024171145.1	GCA_024171145.1	paired	Bradyrhizobium japonicum	375	USDA 22	Contig	current		10411770	63.5	3	3	10003120	10003120	PRJNA708377	SAMN18243082	DOE Joint Genome Institute	2022-07-06
CANON_00565	GCF_024171205.1	REFSEQ	GCF_024171205.1	GCA_024171205.1	paired	Bradyrhizobium japonicum	375	USDA 32	Contig	current		10430807	63.5	4	4	9632077	9632077	PRJNA708386	SAMN18243360	DOE Joint Genome Institute	2022-07-06
CANON_00566	GCF_024171265.1	REFSEQ	GCF_024171265.1	GCA_024171265.1	paired	Bradyrhizobium japonicum	375	USDA 7	Contig	current		10357648	63.5	4	4	9555069	9555069	PRJNA708362	SAMN18243585	DOE Joint Genome Institute	2022-07-06
CANON_00567	GCF_024171305.1	REFSEQ	GCF_024171305.1	GCA_024171305.1	paired	Bradyrhizobium japonicum	375	USDA 10	Contig	current		11536906	63	6	6	10639458	10639458	PRJNA708364	SAMN18242981	DOE Joint Genome Institute	2022-07-06
CANON_00568	GCF_024171445.1	REFSEQ	GCF_024171445.1	GCA_024171445.1	paired	Bradyrhizobium japonicum	375	USDA 27	Contig	current		11114350	63	5	5	10536046	10536046	PRJNA708381	SAMN18243430	DOE Joint Genome Institute	2022-07-06
CANON_00569	GCF_024807115.1	REFSEQ	GCF_024807115.1	GCA_024807115.1	paired	Bradyrhizobium japonicum	375	USDA 37	Contig	current		10302758	63.5	7	7	3054120	3054120	PRJNA834236	SAMN28058284	DOE Joint Genome Institute	2022-08-31
CANON_00570	GCF_024807285.1	REFSEQ	GCF_024807285.1	GCA_024807285.1	paired	Bradyrhizobium japonicum	375	USDA 45	Contig	current		9740168	63.5	1	1	9740168	9740168	PRJNA834243	SAMN28058247	DOE Joint Genome Institute	2022-08-31
CANON_00571	GCF_024807725.1	REFSEQ	GCF_024807725.1	GCA_024807725.1	paired	Bradyrhizobium japonicum	375	USDA 73	Contig	current		9226167	63.5	1	1	9226167	9226167	PRJNA834266	SAMN28058292	DOE Joint Genome Institute	2022-08-31
CANON_00572	GCF_024807735.1	REFSEQ	GCF_024807735.1	GCA_024807735.1	paired	Bradyrhizobium japonicum	375	USDA 78	Contig	current		9684322	63.5	1	1	9684322	9684322	PRJNA834269	SAMN28058280	DOE Joint Genome Institute	2022-08-31
CANON_00573	GCF_024807795.1	REFSEQ	GCF_024807795.1	GCA_024807795.1	paired	Bradyrhizobium japonicum	375	USDA 72	Contig	current		10330500	63.5	4	4	9529098	9529098	PRJNA834265	SAMN28058259	DOE Joint Genome Institute	2022-08-31
CANON_00574	GCF_024808475.1	REFSEQ	GCF_024808475.1	GCA_024808475.1	paired	Bradyrhizobium japonicum	375	USDA 35	Contig	current		10300319	63.5	4	4	9501589	9501589	PRJNA834425	SAMN28058285	DOE Joint Genome Institute	2022-08-31
CANON_00575	GCF_024808485.1	REFSEQ	GCF_024808485.1	GCA_024808485.1	paired	Bradyrhizobium japonicum	375	USDA 58	Contig	current		9685572	63.5	1	1	9685572	9685572	PRJNA834253	SAMN28058299	DOE Joint Genome Institute	2022-08-31
CANON_00576	GCF_024808695.1	REFSEQ	GCF_024808695.1	GCA_024808695.1	paired	Bradyrhizobium japonicum	375	USDA 43	Contig	current		9410477	63.5	1	1	9410477	9410477	PRJNA834241	SAMN28058335	DOE Joint Genome Institute	2022-08-31
CANON_00577	GCF_024808735.1	REFSEQ	GCF_024808735.1	GCA_024808735.1	paired	Bradyrhizobium japonicum	375	USDA 50	Contig	current		9207921	63.5	1	1	9207921	9207921	PRJNA834246	SAMN28058251	DOE Joint Genome Institute	2022-08-31
CANON_00578	GCF_024809275.1	REFSEQ	GCF_024809275.1	GCA_024809275.1	paired	Bradyrhizobium japonicum	375	USDA 59	Contig	current		9603408	63.5	1	1	9603408	9603408	PRJNA834254	SAMN28058301	DOE Joint Genome Institute	2022-08-31
CANON_00579	GCF_024809305.1	REFSEQ	GCF_024809305.1	GCA_024809305.1	paired	Bradyrhizobium japonicum	375	USDA 57	Contig	current		9686149	63.5	1	1	9686149	9686149	PRJNA834252	SAMN28058333	DOE Joint Genome Institute	2022-08-31
CANON_00580	GCF_024809355.1	REFSEQ	GCF_024809355.1	GCA_024809355.1	paired	Bradyrhizobium japonicum	375	USDA 41	Contig	current		9208764	63.5	1	1	9208764	9208764	PRJNA834240	SAMN28058327	DOE Joint Genome Institute	2022-08-31
CANON_00581	GCF_024809455.1	REFSEQ	GCF_024809455.1	GCA_024809455.1	paired	Bradyrhizobium japonicum	375	USDA 48	Contig	current		10381620	63.5	4	4	9582890	9582890	PRJNA834245	SAMN28058334	DOE Joint Genome Institute	2022-08-31
CANON_00582	GCF_024809875.1	REFSEQ	GCF_024809875.1	GCA_024809875.1	paired	Bradyrhizobium japonicum	375	USDA 66a	Contig	current		9225047	63.5	1	1	9225047	9225047	PRJNA834260	SAMN28058300	DOE Joint Genome Institute	2022-08-31
CANON_00583	GCF_025961095.1	REFSEQ	GCF_025961095.1	GCA_025961095.1	paired	Bradyrhizobium japonicum	375	USDA 114	Contig	current		9651281	63.5	1	1	9651281	9651281	PRJNA834286	SAMN28058320	DOE Joint Genome Institute	2022-11-02
CANON_00584	GCF_025961545.1	REFSEQ	GCF_025961545.1	GCA_025961545.1	paired	Bradyrhizobium japonicum	375	USDA 105	Contig	current		11674039	63	4	4	10943673	10943673	PRJNA834284	SAMN28058264	DOE Joint Genome Institute	2022-11-02
CANON_00585	GCF_025961635.1	REFSEQ	GCF_025961635.1	GCA_025961635.1	paired	Bradyrhizobium japonicum	375	USDA 115	Contig	current		9629130	63.5	1	1	9629130	9629130	PRJNA834287	SAMN28058274	DOE Joint Genome Institute	2022-11-02
CANON_00586	GCF_029892585.1	REFSEQ	GCF_029892585.1	GCA_029892585.1	paired	Bradyrhizobium japonicum	375	SEMIA 417	Contig	current		9116884	63.5	65	65	621359	621359	PRJNA834325	SAMN28058255	DOE Joint Genome Institute	2023-04-28
CANON_00587	GCF_030584745.1	REFSEQ	GCF_030584745.1	GCA_030584745.1	paired	Bradyrhizobium japonicum	375	S04E-Bj	Complete Genome	current		9706274	63.5	1	1	9706274	9706274	PRJNA962175	SAMN34405187	VEIL Bradyrhizobium group	2023-08-02
CANON_00588	GCF_030584785.1	REFSEQ	GCF_030584785.1	GCA_030584785.1	paired	Bradyrhizobium japonicum	375	S06K-Bj	Complete Genome	current		9677243	63.5	1	1	9677243	9677243	PRJNA962173	SAMN34405188	VEIL Bradyrhizobium group	2023-08-02
CANON_00589	GCF_030584865.1	REFSEQ	GCF_030584865.1	GCA_030584865.1	paired	Bradyrhizobium japonicum	375	N03G-Bj	Complete Genome	current		10247183	63.5	3	3	9791811	9791811	PRJNA962163	SAMN34405186	VEIL Bradyrhizobium group	2023-08-02
