canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_00389	GCF_018130825.1	GCA_018130825.1	paired		GCF_018130825.1	current	GCF_018130825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium liaoningense	43992	SZCCT0400	Contig	8076746	64.5	27	685377	-0.220338	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00390	GCF_018130835.1	GCA_018130835.1	paired		GCF_018130835.1	current	GCF_018130835.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	SZCCT0401	Contig	8963235	64	64	419395	0.473627	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00391	GCF_018130855.1	GCA_018130855.1	paired		GCF_018130855.1	current	GCF_018130855.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium liaoningense	43992	SZCCT0397	Contig	8264038	64.5	34	433663	-0.073721	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00392	GCF_018130885.1	GCA_018130885.1	paired		GCF_018130885.1	current	GCF_018130885.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. KB893862 SZCCT0404	2807672	KB893862 SZCCT0404	Contig	8497077	65	27	565119	0.108708	2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00393	GCF_018130895.1	GCA_018130895.1	paired		GCF_018130895.1	suppressed	GCA_018130895.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	SZCCT0406	Contig	7209264	65	59	405587	-0.899423	2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00394	GCF_018130925.1	GCA_018130925.1	paired		GCF_018130925.1	current	GCF_018130925.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	SZCCT0403	Contig	8872941	64	40	593351	0.402943	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00395	GCF_018130945.1	GCA_018130945.1	paired		GCF_018130945.1	current	GCF_018130945.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium manausense	989370	SZCCT0412	Contig	8360168	63.5	50	386452	0.001532	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00396	GCF_018130955.1	GCA_018130955.1	paired		GCF_018130955.1	current	GCF_018130955.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium liaoningense	43992	SZCCT0420	Contig	8293018	63.5	158	102387	-0.051035	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00397	GCF_018130985.1	GCA_018130985.1	paired		GCF_018130985.1	current	GCF_018130985.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium manausense	989370	SZCCT0421	Contig	7585183	64	56	314403	-0.605145	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00398	GCF_018131005.1	GCA_018131005.1	paired		GCF_018131005.1	current	GCF_018131005.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium lablabi	722472	SZCCT0422	Contig	7320283	62.5	39	607227	-0.812515	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00399	GCF_018131015.1	GCA_018131015.1	paired		GCF_018131015.1	suppressed	GCA_018131015.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	SZCCT0423	Contig	7095320	65	69	209377	-0.988621	2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00400	GCF_018131045.1	GCA_018131045.1	paired		GCF_018131045.1	current	GCF_018131045.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	SZCCT0424	Contig	8713111	64	118	150833	0.277824	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00401	GCF_018131065.1	GCA_018131065.1	paired		GCF_018131065.1	current	GCF_018131065.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. AUGA SZCCT0431	2807674	AUGA SZCCT0431	Contig	8131005	62.5	105	156454	-0.177862	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00402	GCF_018131075.1	GCA_018131075.1	paired		GCF_018131075.1	current	GCF_018131075.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. JYMT SZCCT0428	2807673	JYMT SZCCT0428	Contig	9243757	61.5	180	134089	0.693227	-2.698	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00403	GCF_018131105.1	GCA_018131105.1	paired		GCF_018131105.1	current	GCF_018131105.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium manausense	989370	SZCCT0433	Contig	6871711	64	23	4260718	-1.163668	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00404	GCF_018131115.1	GCA_018131115.1	paired		GCF_018131115.1	current	GCF_018131115.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium jicamae	280332	SZCCT0434	Contig	8922453	63.5	151	124175	0.441702	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00405	GCF_018131145.1	GCA_018131145.1	paired		GCF_018131145.1	suppressed	GCA_018131145.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	SZCCT0435	Contig	7080073	64.5	18	1119287	-1.000557	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00406	GCF_018131165.1	GCA_018131165.1	paired		GCF_018131165.1	suppressed	GCA_018131165.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	SZCCT0440	Contig	7076265	64.5	18	757700	-1.003538	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00407	GCF_018131185.1	GCA_018131185.1	paired		GCF_018131185.1	suppressed	GCA_018131185.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	SZCCT0449	Contig	6943378	64.5	23	905187	-1.107565	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00408	GCF_018131205.1	GCA_018131205.1	paired		GCF_018131205.1	current	GCF_018131205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. AUGA SZCCT0045	2807652	AUGA SZCCT0045	Contig	8497585	64.5	30	657219	0.109105	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00409	GCF_018131225.1	GCA_018131225.1	paired		GCF_018131225.1	current	GCF_018131225.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. U87765 SZCCT0048	2807653	U87765 SZCCT0048	Contig	7763626	66.5	13	1197811	-0.465455	4.047	manual_review	primary_contiguity_candidate	synteny_candidate	pending	pending	gc_percent_outlier
CANON_00410	GCF_018131235.1	GCA_018131235.1	paired		GCF_018131235.1	current	GCF_018131235.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SZCCT0046	Contig	8434277	64	79	319336	0.059546	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00411	GCF_018398875.1	GCA_018398875.1	paired		GCF_018398875.1	current	GCF_018398875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. sGM-13	2831781	sGM-13	Scaffold	8309700	62	576	247668	-0.037976	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00412	GCF_018398895.1	GCA_018398895.1	paired		GCF_018398895.1	current	GCF_018398895.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. sBnM-33	2831780	sBnM-33	Scaffold	8966052	61.5	334	121392	0.475833	-2.698	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00413	GCF_018449525.1	GCA_018449525.1	paired		GCF_018449525.1	current	GCF_018449525.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. dw_78	2719793	dw_78	Contig	6038584	62	30	527535	-1.81586	-2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00414	GCF_018449695.1	GCA_018449695.1	paired		GCF_018449695.1	current	GCF_018449695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. dw_411	2720082	dw_411	Contig	7319157	61	54	335659	-0.813396	-3.3725	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00415	GCF_018596315.1	GCA_018596315.1	paired		GCF_018596315.1	current	GCF_018596315.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. SRL28	2836178	SRL28	Contig	9651211	62	262	177041	1.012192	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00416	GCF_018736085.1	GCA_018736085.1	paired		GCF_018736085.1	current	GCF_018736085.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sediminis	2840469	S2-20-1	Complete Genome	5554208	63.5	1	5554208	-2.195041	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00417	GCF_018736105.1	GCA_018736105.1	paired		GCF_018736105.1	current	GCF_018736105.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sediminis	2840469	S2-11-2	Complete Genome	5450494	64	1	5450494	-2.276231	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00418	GCF_018736125.1	GCA_018736125.1	paired		GCF_018736125.1	current	GCF_018736125.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sediminis	2840469	S2-11-4	Complete Genome	5477950	63.5	1	5477950	-2.254738	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00419		GCA_018971675.1	unpaired		GCA_018971675.1	current	GCA_018971675.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3451452	63	313	14538	-3.841129	-0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_00420		GCA_019232395.1	unpaired		GCA_019232395.1	current	GCA_019232395.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5596966	64	1416	4184	-2.161569	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00421		GCA_019242075.1	unpaired		GCA_019242075.1	current	GCA_019242075.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4552775	61	1079	4538	-2.978987	-3.3725	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00422	GCF_019242285.1	GCA_019242285.1	paired		GCF_019242285.1	current	GCF_019242285.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	7832037	65	979	11414	-0.411902	2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00423		GCA_019243075.1	unpaired		GCA_019243075.1	current	GCA_019243075.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3794688	64.5	459	10748	-3.572436	1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_00424	GCF_019244115.1	GCA_019244115.1	paired		GCF_019244115.1	current	GCF_019244115.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	7645087	63.5	915	11509	-0.558251	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00425		GCA_019244325.1	unpaired		GCA_019244325.1	current	GCA_019244325.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6322640	63	1404	5238	-1.593494	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00426	GCF_019247825.1	GCA_019247825.1	paired		GCF_019247825.1	current	GCF_019247825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8146265	63.5	775	15892	-0.165916	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00427	GCF_019402665.1	GCA_019402665.1	paired		GCF_019402665.1	current	GCF_019402665.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	BTA-1	Scaffold	8561472	63	155	130886	0.159118	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00428	GCF_019455385.1	GCA_019455385.1	paired		GCF_019455385.1	current	GCF_019455385.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BR 10289	2749993	BR 10289	Scaffold	7755363	64.5	62	230410	-0.471924	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00429	GCF_019455395.1	GCA_019455395.1	paired		GCF_019455395.1	current	GCF_019455395.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BR 10261	2749992	BR 10261	Scaffold	7561022	63.5	79	190968	-0.624059	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00430		GCA_019509805.1	unpaired		GCA_019509805.1	current	GCA_019509805.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Scaffold	1442250	62	518	3056	-5.413981	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_00431		GCA_019510065.1	unpaired		GCA_019510065.1	current	GCA_019510065.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Scaffold	4279939	64	3060	1369	-3.192569	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00432	GCF_019972155.1	GCA_019972155.1	paired		GCF_019972155.1	current	GCF_019972155.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. RD5-C2	244562	RD5-C2	Scaffold	8259668	64	126	160648	-0.077142	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00433	GCF_020193585.1	GCA_020193585.1	paired		GCF_020193585.1	current	GCF_020193585.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC3195	2793804	IC3195	Contig	8000928	64	118	272715	-0.27969	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00434	GCF_020193615.1	GCA_020193615.1	paired		GCF_020193615.1	current	GCF_020193615.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC4059	2793805	IC4059	Contig	7949925	64	62	539399	-0.319616	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00435	GCF_020193625.1	GCA_020193625.1	paired		GCF_020193625.1	current	GCF_020193625.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC3123	2793803	IC3123	Contig	8074616	64	83	649280	-0.222005	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00436	GCF_020193675.1	GCA_020193675.1	paired		GCF_020193675.1	current	GCF_020193675.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC3069	2793806	IC3069	Contig	7952168	64	66	538640	-0.31786	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00437	GCF_020193695.1	GCA_020193695.1	paired		GCF_020193695.1	current	GCF_020193695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC4061	2793808	IC4061	Contig	7976414	64	142	163788	-0.29888	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00438	GCF_020193715.1	GCA_020193715.1	paired		GCF_020193715.1	current	GCF_020193715.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. IC4060	2793807	IC4060	Contig	8001346	64	132	458309	-0.279363	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00439	GCF_020193755.1	GCA_020193755.1	paired		GCF_020193755.1	current	GCF_020193755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM32	2793809	NBAIM32	Contig	7620765	64	158	139266	-0.57729	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00440	GCF_020193815.1	GCA_020193815.1	paired		GCF_020193815.1	current	GCF_020193815.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM20	2793811	NBAIM20	Contig	8063828	64	461	109355	-0.23045	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00441	GCF_020193825.1	GCA_020193825.1	paired		GCF_020193825.1	current	GCF_020193825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM18	2793812	NBAIM18	Contig	7944901	64	94	404147	-0.323549	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00442	GCF_020193875.1	GCA_020193875.1	paired		GCF_020193875.1	current	GCF_020193875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM16	2793813	NBAIM16	Contig	7868545	64	103	294527	-0.383322	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00443	GCF_020193895.1	GCA_020193895.1	paired		GCF_020193895.1	current	GCF_020193895.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM14	2793814	NBAIM14	Contig	7922472	64	127	295424	-0.341107	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00444	GCF_020193935.1	GCA_020193935.1	paired		GCF_020193935.1	current	GCF_020193935.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM08	2793815	NBAIM08	Contig	8779238	64	1432	562227	0.32959	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00445	GCF_020193975.1	GCA_020193975.1	paired		GCF_020193975.1	current	GCF_020193975.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM02	2793817	NBAIM02	Contig	7879084	64	103	418886	-0.375072	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00446	GCF_020194035.1	GCA_020194035.1	paired		GCF_020194035.1	current	GCF_020194035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BRP56	2793819	BRP56	Contig	9217211	63.5	270	100027	0.672446	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00447	GCF_020194055.1	GCA_020194055.1	paired		GCF_020194055.1	current	GCF_020194055.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM03	2793816	NBAIM03	Contig	8079736	64	305	229583	-0.217997	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00448	GCF_020194115.1	GCA_020194115.1	paired		GCF_020194115.1	current	GCF_020194115.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NBAIM01	2793818	NBAIM01	Contig	7777200	64	51	515068	-0.454829	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00449	GCF_020194135.1	GCA_020194135.1	paired		GCF_020194135.1	current	GCF_020194135.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BRP23	2793820	BRP23	Contig	7933404	64	80	514726	-0.332549	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
